name;given name;family name;sex or gender;date of birth;electoral district;parliamentary term;parliamentary group;represents
Guido Reil;Guido;Reil;male;1970-01-19;Germany;9;Identity and Democracy;Alternative for Germany
Dragoș Tudorache;Dragoș;Tudorache;male;1975-01-14;Romania;9;Renew Europe;Liberty, Unity and Solidarity Party
Domenico Lucano;Domenico;Lucano;male;1958-05-31;Southern Italy;10;European United Left–Nordic Green Left;Greens and Left Alliance
Cecilia Strada;Cecilia;Strada;female;1979-03-12;North-West;10;Progressive Alliance of Socialists and Democrats;Democratic Party
Aurelijus Veryga;Aurelijus;;male;1976-08-08;Lithuania;10;European Conservatives and Reformists;Lithuanian Peasant and Greens Union
Ivica Tolić;Ivica;;male;1968-09-01;Croatia;8;European People's Party group;Croatian Democratic Union
Dirk Gotink;Dirk;;male;1982-01-01;Netherlands;10;European People's Party group;New Social Contract
Virginijus Sinkevičius;Virginijus;Sinkevičius;male;1990-11-04;Lithuania;10;The Greens–European Free Alliance;"Union of Democrats ""For Lithuania"""
Željana Zovko;Željana;Zovko;female;1970-03-25;Croatia;8;European People's Party group;Croatian Democratic Union
Željana Zovko;Željana;Zovko;female;1970-03-25;Croatia;9;European People's Party group;Croatian Democratic Union
Željana Zovko;Željana;Zovko;female;1970-03-25;Croatia;10;European People's Party group;Croatian Democratic Union
Stasys Jakeliūnas;;Jakeliūnas;male;1958-10-02;Lithuania;9;The Greens–European Free Alliance;independent politician
Alex Mayer;Alex;Mayer;female;1981-06-02;East of England;8;Progressive Alliance of Socialists and Democrats;Labour Party
Tiemo Wölken;;;male;1985-12-05;Germany;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Tiemo Wölken;;;male;1985-12-05;Germany;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Tiemo Wölken;;;male;1985-12-05;Germany;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Matjaž Nemec;Matjaž;Nemec;male;1980-04-10;Slovenia;9;Progressive Alliance of Socialists and Democrats;Social Democrats
Matjaž Nemec;Matjaž;Nemec;male;1980-04-10;Slovenia;10;Progressive Alliance of Socialists and Democrats;Social Democrats
John Procter;John;;male;1966-11-07;Yorkshire and the Humber;8;European Conservatives and Reformists;Conservative Party
Dragoș Benea;Dragoș;Benea;male;1975-12-18;Romania;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Dragoș Benea;Dragoș;Benea;male;1975-12-18;Romania;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Roxana Mînzatu;Roxana;Mînzatu;female;1980-04-01;Romania;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Ștefan Mușoiu;Ștefan;Mușoiu;male;1975-06-16;Romania;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Virgil-Daniel Popescu;Daniel;Popescu;male;1968-04-25;Romania;10;European People's Party group;National Liberal Party
Dan Barna;Dan;Barna;male;1975-07-10;Romania;10;Renew Europe;United Right Alliance
Krzysztof Śmiszek;Jan;Śmiszek;male;1979-08-25;Poland;10;Progressive Alliance of Socialists and Democrats;New Left
Leïla Chaibi;Leïla;;female;1982-10-05;France;9;European United Left–Nordic Green Left;La France insoumise
Leïla Chaibi;Leïla;;female;1982-10-05;France;10;European United Left–Nordic Green Left;La France insoumise
Julien Sanchez;Julien;Sanchez;male;1983-10-19;France;10;Patriots for Europe;National Rally
Sandra Gómez López;Sandra;;female;1985-07-23;Spain;10;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Ondřej Kolář;Ondřej;Kolář;male;1984-03-13;Czech Republic;10;European People's Party group;TOP 09
Idoia Villanueva Ruiz;Idoia;Villanueva;female;1980-07-17;Spain;9;European United Left–Nordic Green Left;Podemos
Mohammed Chahim;Mohammed;;male;1985-04-18;Netherlands;9;Progressive Alliance of Socialists and Democrats;Labour Party
Mohammed Chahim;Mohammed;;male;1985-04-18;Netherlands;10;Progressive Alliance of Socialists and Democrats;Labour Party
Anja Haga;Anja;Haga;female;1976-12-25;Netherlands;9;independent politician;Christian Union
Anja Haga;Anja;Haga;female;1976-12-25;Netherlands;9;European People's Party group;Christian Union
Rob Rooken;Rob;;male;1969-10-05;Netherlands;9;European Conservatives and Reformists;Reformed Political Party
Arndt Kohn;Arndt;Kohn;male;1980-09-03;Germany;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Ivars Ijabs;Ivars;Ijabs;male;1972-11-17;Latvia;9;Renew Europe;Development/For!
Ivars Ijabs;Ivars;Ijabs;male;1972-11-17;Latvia;10;Renew Europe;Development/For!
Margarida Marques;Margarida;Marques;female;1954-03-02;Portugal;9;Progressive Alliance of Socialists and Democrats;Socialist Party
Manuel Bompard;Manuel;Bompard;male;1986-03-30;France;9;European United Left–Nordic Green Left;La France insoumise
Helmut Geuking;Helmut;Geuking;male;1964-01-16;Germany;9;European Conservatives and Reformists;Family Party of Germany
Moritz Körner;Heimo;Körner;male;1990-08-03;Germany;9;Renew Europe;Free Democratic Party
Moritz Körner;Heimo;Körner;male;1990-08-03;Germany;10;Renew Europe;Free Democratic Party
Ilana Cicurel;Ilana;Cicurel;female;1972-02-08;France;9;Renew Europe;Renaissance
Patricia Lalonde;Patricia;Lalonde;female;1952-08-28;Île-de-France;8;Group of the Alliance of Liberals and Democrats for Europe;Union of Democrats and Independents
Konstantinos Stavrou;Konstantinos;;male;1928-07-20;Greece;3;European People's Party group;New Democracy
Konstantinos Stavrou;Konstantinos;;male;1928-07-20;Greece;2;European People's Party group;New Democracy
Mikuláš Peksa;Mikuláš;Peksa;male;1986-06-18;Czech Republic;9;The Greens–European Free Alliance;Czech Pirate Party
Marie-Pierre Vieu;Marie-Pierre;Vieu;female;1967-02-01;South-West France;8;European United Left–Nordic Green Left;Left Front (France)
Gaëtan Dussausaye;Gaëtan;;male;1994-04-05;France;10;Patriots for Europe;National Rally
Christelle Lechevalier;Christelle;Lechevalier;female;1968-09-27;North-West France;8;Europe of Nations and Freedom;National Rally
Wajid Khan;;Khan;male;1979-10-15;North West England;8;Progressive Alliance of Socialists and Democrats;Labour Party
John Howarth;John;;male;1958-10-31;South East England;8;Progressive Alliance of Socialists and Democrats;Labour Party
John Howarth;John;;male;1958-10-31;South East England;9;Progressive Alliance of Socialists and Democrats;Labour Party
Rory Palmer;Rory;Palmer;male;1981-11-19;East Midlands;8;Progressive Alliance of Socialists and Democrats;Labour Party
Rory Palmer;Rory;Palmer;male;1981-11-19;East Midlands;9;Progressive Alliance of Socialists and Democrats;Labour Party
Clara Ponsatí i Obiols;Clara;Ponsatí;female;1957-03-19;Spain;9;Non-Inscrits;Free for Europe
Agnès Evren;Agnès;;female;1970-12-27;France;9;European People's Party group;The Republicans
Claude Gruffat;Claude;Gruffat;male;1957-09-13;France;9;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Christophe Gomart;Marie;Gomart;male;1960-06-20;France;10;European People's Party group;The Republicans
Dennis Radtke;Dennis;Radtke;male;1979-04-29;Germany;8;European People's Party group;Christian Democratic Union
Dennis Radtke;Dennis;Radtke;male;1979-04-29;Germany;9;European People's Party group;Christian Democratic Union
Dennis Radtke;Dennis;Radtke;male;1979-04-29;Germany;10;European People's Party group;Christian Democratic Union
Jonathan Bullock;Jonathan;Bullock;male;1963-03-03;East Midlands;8;Europe of Freedom and Direct Democracy;UK Independence Party
Jonathan Bullock;Jonathan;Bullock;male;1963-03-03;East Midlands;9;Non-Inscrits;Brexit Party
Damien Carême;Damien;Carême;male;1960-11-16;France;9;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Damien Carême;Damien;Carême;male;1960-11-16;France;10;European United Left–Nordic Green Left;La France insoumise
Veronika Cifrová Ostrihoňová;;;female;1989-02-03;Slovakia;10;Renew Europe;independent politician
Thomas Waitz;Alexander;Waitz;male;1973-05-16;Austria;8;The Greens–European Free Alliance;The Greens – The Green Alternative
Thomas Waitz;Alexander;Waitz;male;1973-05-16;Austria;9;The Greens–European Free Alliance;The Greens – The Green Alternative
Thomas Waitz;Alexander;Waitz;male;1973-05-16;Austria;10;The Greens–European Free Alliance;The Greens – The Green Alternative
Milan Uhrík;Milan;Uhrik;male;1984-12-21;Slovakia;9;Non-Inscrits;Kotlebists – People's Party Our Slovakia
Milan Uhrík;Milan;Uhrik;male;1984-12-21;Slovakia;10;Europe of Sovereign Nations;Republic
John Flack;John;Flack;male;1957-01-03;East of England;8;European Conservatives and Reformists;Conservative Party
Siegbert Droese;Siegbert;Droese;male;1969-06-07;Germany;10;Europe of Sovereign Nations;Alternative for Germany
Jordan Bardella;Jordan;Bardella;male;1995-01-01;France;9;Identity and Democracy;National Rally
Jordan Bardella;Jordan;Bardella;male;1995-01-01;France;10;Patriots for Europe;National Rally
Răzvan Popa;Răzvan;Popa;male;1978-01-20;Romania;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Sigrid Friis Proschowsky;Sigrid;Proschowsky;female;1994-10-20;Denmark;10;Renew Europe;Danish Social Liberal Party
Jean-Lin Lacapelle;Jean-Lin;Lacapelle;male;1967-04-17;France;9;Identity and Democracy;National Rally
Véronique Trillet-Lenoir;Carole;Trillet-Lenoir;female;1957-06-12;France;9;Renew Europe;Ensemble
Danuše Nerudová;Danuše;Peslarová;female;1979-01-04;Czech Republic;10;European People's Party group;Mayors and Independents
Chloé Ridel;Chloé;Ridel;female;1991-11-25;France;10;Progressive Alliance of Socialists and Democrats;Socialist Party
Jaroslav Bžoch;Jaroslav;Bžoch;male;1983-11-30;Czech Republic;10;Patriots for Europe;ANO 2011
Isabel Santos;Maria Isabel;Santos;female;1968-02-12;Portugal;9;Progressive Alliance of Socialists and Democrats;Socialist Party
Sven Simon;Sven;Simon;male;1978-10-09;Germany;9;European People's Party group;Christian Democratic Union
Sven Simon;Sven;Simon;male;1978-10-09;Germany;10;European People's Party group;Christian Democratic Union
Tomislav Sokol;Tomislav;Sokol;male;1982-09-20;Croatia;9;European People's Party group;Croatian Democratic Union
Tomislav Sokol;Tomislav;Sokol;male;1982-09-20;Croatia;10;European People's Party group;Croatian Democratic Union
César Llorens Bargés;César;;male;1926-06-16;Spain;2;European People's Party group;Partido Demócrata Popular
Asim Ademov;Asim;;male;1968-12-03;Bulgaria;8;European People's Party group;Citizens for European Development of Bulgaria
Asim Ademov;Asim;;male;1968-12-03;Bulgaria;9;European People's Party group;Citizens for European Development of Bulgaria
Karoline Edtstadler;Karoline;Edtstadler;female;1981-03-28;Austria;9;European People's Party group;Austrian People's Party
Gilles Pennelle;Gilles;Pennelle;male;1962-07-20;France;10;Patriots for Europe;National Rally
Oliver Schenk;Oliver;Schenk;male;1968-08-14;Germany;10;European People's Party group;Christian Democratic Union
Mélanie Disdier;Marie;Éthuin;female;1974-01-27;France;10;Patriots for Europe;National Rally
Elisabeth Dieringer-Granza;Elisabeth;Dieringer;female;1974-05-12;Austria;10;Patriots for Europe;Austrian Freedom Party
Michael Detjen;Michael;;male;1958-04-28;Germany;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
André Rougé;André;Rougé;male;1961-12-23;France;9;Identity and Democracy;National Rally
André Rougé;André;Rougé;male;1961-12-23;France;10;Patriots for Europe;National Rally
Isabel Serra;Isabel;Serra;female;1989-08-15;Spain;10;European United Left–Nordic Green Left;Podemos
Erik Bergkvist;Rickard;Bergqvist;male;1965-05-01;Sweden;9;Progressive Alliance of Socialists and Democrats;Swedish Social Democratic Party
Zoltán Szabó;Zoltán;Szabó;male;1955-11-04;Hungary;5;Progressive Alliance of Socialists and Democrats;Hungarian Socialist Party
Jutta Paulus;Jutta;Paulus;female;1967-05-09;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Jutta Paulus;Jutta;Paulus;female;1967-05-09;Germany;10;The Greens–European Free Alliance;Alliance '90/The Greens
Gabriela Zoană;Gabriela;Zoană;female;1979-06-15;Romania;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party
João Oliveira;João;Oliveira;male;1979-07-09;Portugal;10;European United Left–Nordic Green Left;Portuguese Communist Party
Sakis Arnaoutoglou;Sakis;;male;1971-12-13;Greece;10;Progressive Alliance of Socialists and Democrats;PASOK - Movement for Change
Stéphane Séjourné;Stéphane;Séjourné;male;1985-03-26;France;9;Renew Europe;Renaissance
Silvia Sardone;Silvia;Sardone;female;1982-12-25;Italy;9;Identity and Democracy;Lega Nord
Silvia Sardone;Silvia;Sardone;female;1982-12-25;North-West;10;Patriots for Europe;Lega Nord
Marlena Maląg;Marlena;Maląg;female;1964-11-02;Poland;10;European Conservatives and Reformists;Law and Justice
Piotr Müller;Józef;Müller;male;1989-05-02;Poland;10;European Conservatives and Reformists;Law and Justice
Dobromir Sośnierz;Dobromir;Sośnierz;male;1976-10-18;Silesian;8;Non-Inscrits;New Hope
Dino Giarrusso;Dino;Giarrusso;male;1974-09-11;Italy;9;Non-Inscrits;Five Star Movement
Sophia Kircher;Sophia;Kircher;female;1994-05-04;Austria;10;European People's Party group;Austrian People's Party
Giuseppe Ferrandino;Giuseppe;Ferrandino;male;1963-03-21;Southern Italy;8;Progressive Alliance of Socialists and Democrats;Democratic Party
Giuseppe Ferrandino;Giuseppe;Ferrandino;male;1963-03-21;Italy;9;Progressive Alliance of Socialists and Democrats;Democratic Party
Danilo Oscar Lancini;Oscar;Lancini;male;1965-10-15;North-East Italy;8;Europe of Nations and Freedom;Lega Nord
Danilo Oscar Lancini;Oscar;Lancini;male;1965-10-15;Italy;9;Identity and Democracy;Lega Nord
Hannah Neumann;Hannah;Neumann;female;1984-04-03;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Hannah Neumann;Hannah;Neumann;female;1984-04-03;Germany;10;The Greens–European Free Alliance;Alliance '90/The Greens
Judith Bunting;Judith;;female;1960-11-27;South East England;9;Renew Europe;Liberal Democrats
Magid Magid;;;male;1989-06-26;Yorkshire and the Humber;9;The Greens–European Free Alliance;Green Party of England and Wales
Gabriele Bischoff;Gabriele;Bischoff;female;1961-01-04;Germany;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Gabriele Bischoff;Gabriele;Bischoff;female;1961-01-04;Germany;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Sylwia Spurek;Iwona;Spurek;female;1976-01-01;Poland;9;The Greens–European Free Alliance;independent politician
Milan Mazurek;Milan;;male;1994-01-24;Slovakia;10;Non-Inscrits;Republic
Patricia Chagnon;Patricia;Chagnon;female;1963-11-20;France;9;Identity and Democracy;
Mónica Silvana González;Silvana;González;female;1976-02-12;Spain;9;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Jorge Buxadé Villalba;Jorge;Buxadé;male;1975-01-06;Spain;9;European Conservatives and Reformists;Vox
Jorge Buxadé Villalba;Jorge;Buxadé;male;1975-01-06;Spain;10;Patriots for Europe;Vox
Diana Riba Giner;Diana;Riba;female;1975-02-21;Spain;9;The Greens–European Free Alliance;Republican Left of Catalonia
Diana Riba Giner;Diana;Riba;female;1975-02-21;Spain;10;The Greens–European Free Alliance;Republican Left of Catalonia
Raffaele Topo;Raffaele;Topo;male;1965-03-02;Southern Italy;10;Progressive Alliance of Socialists and Democrats;Democratic Party
Aurore Lalucq;Aurore;Lalucq;female;1979-04-17;France;9;Progressive Alliance of Socialists and Democrats;Place publique
Aurore Lalucq;Aurore;Lalucq;female;1979-04-17;France;10;Progressive Alliance of Socialists and Democrats;Place publique
Katalin Cseh;Katalin;Cseh;female;1988-06-29;Hungary;9;Renew Europe;Momentum Movement
Anna Donáth;Júlia;Donáth;female;1987-04-06;Hungary;9;Renew Europe;Momentum Movement
Christophe Hansen;Christophe;Hansen;male;1982-02-21;Luxembourg constituency of the European Parliament;8;European People's Party group;Christian Social People's Party
Christophe Hansen;Christophe;Hansen;male;1982-02-21;Luxembourg constituency of the European Parliament;9;European People's Party group;Christian Social People's Party
Christophe Hansen;Christophe;Hansen;male;1982-02-21;Luxembourg constituency of the European Parliament;10;European People's Party group;Christian Social People's Party
Stefan Gehrold;Stefan;Gehrold;male;1965-11-14;Germany;8;European People's Party group;Christian Democratic Union
Catherine Rowett;Joanna;Rowett;female;1956-12-29;East of England;9;The Greens–European Free Alliance;Green Party of England and Wales
Alessandro Ciriani;Alessandro;Ciriani;male;1970-08-02;North-East Italy;10;European Conservatives and Reformists;Brothers of Italy
Marta Temido;Marta;;female;1974-03-02;Portugal;10;Progressive Alliance of Socialists and Democrats;Socialist Party
Mārtiņš Staķis;Mārtiņš;Staķis;male;1979-07-04;Latvia;10;The Greens–European Free Alliance;The Progressives
Anne-Sophie Pelletier;Anne-Sophie;Pelletier;female;1976-02-05;France;9;European United Left–Nordic Green Left;La France insoumise
Susanna Ceccardi;Susanna;Ceccardi;female;1987-03-19;Central Italy;9;Identity and Democracy;Lega Nord
Susanna Ceccardi;Susanna;Ceccardi;female;1987-03-19;Central Italy;10;Patriots for Europe;Lega Nord
Ralph Packet;Ralph;;male;1990-07-17;Dutch-speaking electoral college;8;European Conservatives and Reformists;New Flemish Alliance
Manon Aubry;Manon;Aubry;female;1989-12-22;France;9;European United Left–Nordic Green Left;La France insoumise
Manon Aubry;Manon;Aubry;female;1989-12-22;France;10;European United Left–Nordic Green Left;La France insoumise
Valentina Palmisano;Valentina;Palmisano;female;1983-01-24;Southern Italy;10;European United Left–Nordic Green Left;Five Star Movement
Patricia Caro Maya;Patricia;Caro;female;1982-01-01;Spain;9;European United Left–Nordic Green Left;Podemos
Markéta Gregorová;Markéta;Gregorová;female;1993-01-14;Czech Republic;9;The Greens–European Free Alliance;Czech Pirate Party
Markéta Gregorová;Markéta;Gregorová;female;1993-01-14;Czech Republic;10;The Greens–European Free Alliance;Czech Pirate Party
María Eugenia Rodríguez Palop;María Eugenia;Rodríguez;female;1970-03-09;Spain;9;European United Left–Nordic Green Left;Podemos
Hans Neuhoff;Ludwig;Neuhoff;male;1959-01-10;Germany;10;Europe of Sovereign Nations;Alternative for Germany
Hélène Laporte;Hélène;Pain;female;1978-12-29;France;9;Identity and Democracy;National Rally
Virginie Joron;Virginie;Joron;female;1973-12-11;France;9;Identity and Democracy;National Rally
Virginie Joron;Virginie;Joron;female;1973-12-11;France;10;Patriots for Europe;National Rally
Magdalena Adamowicz;Magdalena;Adamowicz;female;1973-04-10;Poland;9;European People's Party group;independent politician
Magdalena Adamowicz;Magdalena;Adamowicz;female;1973-04-10;Poland;10;European People's Party group;independent politician
Ondřej Krutílek;Ondřej;Krutílek;male;1981-04-30;Czech Republic;10;European Conservatives and Reformists;Civic Democratic Party
Mislav Kolakušić;Mislav;Kolakušić;male;1969-09-15;Croatia;9;Non-Inscrits;independent politician
Sira Rego;Sira;Abed;female;1973-11-20;Spain;9;European United Left–Nordic Green Left;United Left
Nikos Anadiotis;;;male;1983-02-10;Greece;10;Non-Inscrits;Niki
Sylvie Josserand;Sylvie;;female;1968-08-23;France;10;Patriots for Europe;National Rally
Pasquale Tridico;Pasquale;Tridico;male;1975-09-21;Southern Italy;10;European United Left–Nordic Green Left;Five Star Movement
Álvaro Amaro;Álvaro;Amaro;male;1953-05-25;Portugal;9;European People's Party group;Social Democratic Party
André Bradford;André;Bradford;male;1970-11-30;Portugal;9;Progressive Alliance of Socialists and Democrats;Socialist Party
Anna Deparnay-Grunenberg;Anna;;female;1976-06-05;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Klemen Grošelj;Klemen;Grošelj;male;1976-03-08;Slovenia;9;Renew Europe;List of Marjan Šarec
Pernille Weiss;Pernille;Weiss;female;1968-03-12;Denmark;9;European People's Party group;Conservative People's Party
Raúl de la Hoz Quintano;Raúl;de la Hoz;male;1972-11-30;Spain;10;European People's Party group;People's Party
Martin Hlaváček;Martin;Hlaváček;male;1980-01-14;Czech Republic;9;Renew Europe;ANO 2011
Martin Hlaváček;Martin;Hlaváček;male;1980-01-14;Czech Republic;10;Patriots for Europe;ANO 2011
Cristina Maestre;Cristina;Maestre;female;1975-07-27;Spain;9;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Cristina Maestre;Cristina;Maestre;female;1975-07-27;Spain;10;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Rareș Bogdan;Rareș;Bogdan;male;1974-09-17;Romania;9;European People's Party group;National Liberal Party
Rareș Bogdan;Rareș;Bogdan;male;1974-09-17;Romania;10;European People's Party group;National Liberal Party
Alexander Bernhuber;Aleksandr;;male;1992-05-18;Austria;9;European People's Party group;Austrian People's Party
Alexander Bernhuber;Aleksandr;;male;1992-05-18;Austria;10;European People's Party group;Austrian People's Party
Michal Wiezik;Michal;;male;1979-06-14;Slovakia;9;European People's Party group;Democrats
Michal Wiezik;Michal;;male;1979-06-14;Slovakia;10;Renew Europe;Progressive Slovakia
Róbert Hajšel;Róbert;;male;1967-03-28;Slovakia;9;Progressive Alliance of Socialists and Democrats;independent politician
Marie Dauchy;Marie;Dauchy;female;1987-02-05;France;9;Identity and Democracy;National Rally
Marie Dauchy;Marie;Dauchy;female;1987-02-05;France;10;Patriots for Europe;National Rally
Romana Jerković;Romana;Jerković;female;1964-11-28;Croatia;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Croatia
Romana Jerković;Romana;Jerković;female;1964-11-28;Croatia;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Croatia
Mika Aaltola;Petteri;Aaltola;male;1969-05-02;Finland;10;European People's Party group;National Coalition Party
Susana Solís Pérez;Susana;Solís;female;1971-12-21;Spain;9;Renew Europe;Ciudadanos
Susana Solís Pérez;Susana;Solís;female;1971-12-21;Spain;10;European People's Party group;People's Party
Lídia Pereira;Lídia;Pereira;female;1991-07-26;Portugal;9;European People's Party group;Social Democratic Party
Lídia Pereira;Lídia;Pereira;female;1991-07-26;Portugal;10;European People's Party group;Social Democratic Party
Stéphane Bijoux;Stéphane;Bijoux;male;1970-10-08;France;9;Renew Europe;Renaissance
Reinier van Lanschot;Alexander;van Lanschot;male;1989-09-07;Netherlands;10;The Greens–European Free Alliance;Volt Deutschland
Edina Tóth;Edina;Tóth;female;1975-03-11;Hungary;9;European People's Party group;Fidesz
András László;András;László;male;;Hungary;10;Patriots for Europe;Fidesz
Ernő Schaller-Baross;Ernő;Baross;male;1987-01-30;Hungary;9;European People's Party group;Fidesz
Ernő Schaller-Baross;Ernő;Baross;male;1987-01-30;Hungary;10;Patriots for Europe;Fidesz
Sándor Rónai;Sándor;;male;1988-11-22;Hungary;9;Progressive Alliance of Socialists and Democrats;Democratic Coalition
Sylvie Brunet;Sylvie;;female;1959-03-12;France;9;Renew Europe;Democratic Movement
Carmen Avram;Carmen;Avram;female;1966-05-08;Romania;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Pierre Karleskind;Pierre;Karleskind;male;1979-10-19;France;9;Renew Europe;Renaissance
Aura Salla;Aura;Salla;female;1984-06-13;Finland;10;European People's Party group;National Coalition Party
Leopoldo López Gil;Leopoldo;López;male;1944-01-01;Spain;9;European People's Party group;People's Party
Marie Toussaint;Marie;Toussaint;female;1987-05-27;France;9;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Marie Toussaint;Marie;Toussaint;female;1987-05-27;France;10;The Greens–European Free Alliance;Ecology Generation
Svenja Hahn;Svenja;Hahn;female;1989-07-25;Germany;9;Renew Europe;Free Democratic Party
Svenja Hahn;Svenja;Hahn;female;1989-07-25;Germany;10;Renew Europe;Free Democratic Party
Karlo Ressler;Karlo;;male;1989-12-26;Croatia;9;European People's Party group;Croatian Democratic Union
Karlo Ressler;Karlo;;male;1989-12-26;Croatia;10;European People's Party group;Croatian Democratic Union
Benoît Biteau;Benoît;Biteau;male;1967-04-07;France;9;The Greens–European Free Alliance;Ecology Generation
Vladimír Bilčík;Vladimír;Bilčík;male;1975-05-27;Slovakia;9;European People's Party group;Democrats
Irena Joveva;Irena;;female;1989-02-26;Slovenia;9;Renew Europe;List of Marjan Šarec
Irena Joveva;Irena;;female;1989-02-26;Slovenia;10;Renew Europe;Freedom Movement
Julien Leonardelli;Julien;Leonardelli;male;1987-07-14;France;10;Patriots for Europe;National Rally
Claire Fita;Claire;Fita;female;1976-12-31;France;10;Progressive Alliance of Socialists and Democrats;Socialist Party
Cristian Terheș;Cristian;Terheș;male;1978-12-04;Romania;9;European Conservatives and Reformists;Christian-Democratic National Peasants' Party
Cristian Terheș;Cristian;Terheș;male;1978-12-04;Romania;10;European Conservatives and Reformists;Christian-Democratic National Peasants' Party
Christophe Clergeau;Christophe;Clergeau;male;1968-09-01;South-West France;9;Progressive Alliance of Socialists and Democrats;Socialist Party
Christophe Clergeau;Christophe;Clergeau;male;1968-09-01;France;10;Progressive Alliance of Socialists and Democrats;Socialist Party
Damian Boeselager;Johannes;Boeselager;male;1988-03-08;Germany;9;The Greens–European Free Alliance;Volt Europa
Damian Boeselager;Johannes;Boeselager;male;1988-03-08;Germany;10;The Greens–European Free Alliance;Volt Deutschland
Mathilde Androuët;Mathilde;Palix;female;1984-07-03;France;9;Identity and Democracy;National Rally
Mathilde Androuët;Mathilde;Palix;female;1984-07-03;France;10;Patriots for Europe;National Rally
Mounir Satouri;Mounir;Satouri;male;1975-05-25;France;9;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Mounir Satouri;Mounir;Satouri;male;1975-05-25;France;10;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Aurélia Beigneux;Aurélia;Beigneux;female;1980-06-02;France;9;Identity and Democracy;National Rally
Julie Lechanteux;Julie;Lechanteux;female;1977-12-22;France;9;Identity and Democracy;National Rally
Nathalie Colin-Oesterlé;Nathalie;Colin-Oesterlé;female;1965-05-05;France;9;European People's Party group;Les Centristes
Laurence Trochu;Laurence;Trochu;female;1973-07-04;France;10;European Conservatives and Reformists;Mouvement Conservateur
Valérie Hayer;Valérie;Hayer;female;1986-04-06;France;9;Renew Europe;Renaissance
Valérie Hayer;Valérie;Hayer;female;1986-04-06;France;10;Renew Europe;Renaissance
Irène Tolleret;Irène;Tolleret;female;1967-08-17;France;9;Renew Europe;Renaissance
Stéphanie Yon-Courtin;Stéphanie;Yon-Courtin;female;1974-03-28;France;9;Renew Europe;independent politician
Stéphanie Yon-Courtin;Stéphanie;Yon-Courtin;female;1974-03-28;France;10;Renew Europe;Renaissance
Pierre Jouvet;Pierre;Jouvet;male;1986-10-06;France;10;Progressive Alliance of Socialists and Democrats;Socialist Party
Rob Roos;Robert;Roos;male;1966-08-02;Netherlands;9;European Conservatives and Reformists;Reformed Political Party
Simone Schmiedtbauer;Simone;;female;1974-06-08;Austria;9;European People's Party group;Austrian People's Party
Jackie Jones;Margarete;Jones;female;1966-02-10;Wales;9;Progressive Alliance of Socialists and Democrats;Labour Party
Barbara Gibson;Ann;Gibson;female;1962-08-25;East of England;9;Renew Europe;Liberal Democrats
Maxette Pirbakas;;Grisoni;female;1975-04-14;France;9;Identity and Democracy;National Rally
Gina Dowding;Gina;Dowding;female;1962-07-15;North West England;9;The Greens–European Free Alliance;Green Party of England and Wales
Jane Brophy;Jane;Brophy;female;1963-08-27;North West England;9;Renew Europe;Liberal Democrats
John Tennant;John;;male;1986-12-15;North East England;9;Non-Inscrits;Brexit Party
Lucy Nethsingha;Kathleen;Nethsingha;female;1973-02-06;East of England;9;Renew Europe;Liberal Democrats
Heather Anderson;Heather;Anderson;female;1959-01-31;Scotland;9;The Greens–European Free Alliance;Scottish National Party
Shaffaq Mohammed;;;male;1972-07-21;Yorkshire and the Humber;9;Renew Europe;Liberal Democrats
Antony Hook;Antony;;male;1980-04-10;South East England;9;Renew Europe;Liberal Democrats
Caroline Voaden;Caroline;;female;1968-11-22;South West England;9;Renew Europe;Liberal Democrats
